Domain	Label	Rating	Review
Jewelry	POS	5	I too look at a lot of wedding band for myself and settle on this one because it have gold in it -lrb- my wife be keen on that -rrb- and it have a modern look without bee too `` metrosexual . '' my only gripe be that the gold part have get a little dinged-up over the past six month of wear , but hey I be a guy . my thing be usually a little ding up . : -rrb- good service from these folk when I get the ring and it be a little tight .
Jewelry	POS	4	I love my black coral and opal ring !! I have receive many compliment on it ! it be represent here exactly as it really look , which be very refreshing !! my only concern , which I will be contact the company about , be that it do not come with a letter of authenticity . if one be not forthcoming , I will take my ring to my jeweler 's to ensure both stone be authentic .
Jewelry	NEG	1	the ` diamond ' be obviously fake . and sooo much bigger than in the picture . cost wayyy to much for what its worth . so regret get this ring .
Jewelry	POS	5	I just get this ring and I be very happy with it . the ring arrive in perfect condition . the stone be beautiful and the sparkle from it be amazing .
Jewelry	NEU	3	I buy this ring 2 year ago . when I buy it I love it ! the gem still sparkle and it be still a very pretty ring despite the scratch the surface have develop . unfortunately , a gem have fall out and I have have to clean it twice because muck get stick on the inside where the gem be sit . I be currently on the market for a new one but I will definitely keep this one near .
Jewelry	POS	4	size run a bit on the small size , and since they do not come in half size be sure to order a size up .
Jewelry	NEG	1	this ring look very cool although the silver look much darker than the picture , more like pewter -lrb- look like -rrb- . the ring I receive be a size 12 . I be a 10 1\/2 on my ring finger and it be way too big , but too small for my middle finger . the ring on that lay past the knuckle and towards the fingernail be the same size as the ring that sit on the base . what this do wind up do be leave part of the ring that be suppose to bend still in the air because I be able to bend my whole finger and not even move the hinge of the ring . also the hinge be very painful due to the odd spike they use to fasten it together . after four minute of wear I have large indent in my knuckle . remind you that with the ring be about two size too BIG . imagine if this actually fit my finger . the delivery be fast and the sale rep I get be very nice and be allow I to exchange for a different ring that hopefully will fit and not be as painful . I do not know about Dans ' other jewelery but this one stink . just do not buy it .
Jewelry	NEU	3	my son like the ring but unfortunately the metal be so soft he be afraid to wear it . this will easily break if adjust more than a few time . ship be great , item as describe . great seller .
Jewelry	POS	5	I get my ring today and it sure be beautiful . fedex do a wonderful job deliver it . Thought I would not get it this quick but i sure do . this sure be another thing that prove that I can really trust Amazon.com . thanks so much .
Jewelry	POS	5	beautiful ring ! it arrive in 4 day , once we open the box we be speechless ! it be a great ring especially for the price . it look slimmer than in the picture but its great it sparkle like the real thing . I would definitely recommend this product !
Jewelry	POS	4	the stone on this ring be almost exactly as picture , the only difference be that mine be a little `` taller '' , make it look more like a teardrop cut than a heart when set . the ring have a great look and feel to it , and a good weight , even though it be mostly the stone . one of the issue I have have with the ring aside from the `` tallness '' be the fact that I find little bit of fluffy residue wedge between the prong and the stone , which be impossible to pluck out , even with a pointed tweezer . other than that , this ring be great .
Jewelry	NEG	1	buy this for my daughter and it break within month . very poor quality . it look great when we get it and she only wear it to church and family outing , not to play sport .
Jewelry	POS	4	I have not wear it a lot yet but it look really pretty . nice band -lrb- not too big , nor be it super petite -rrb- . the stone all seem well place . it be true to size . I be happy with it .
Jewelry	POS	4	this ring be quite lovely , though it definitely have the `` costume '' jewelry look . it look -lrb- as far as the cameo -rrb- a bit better in the picture than in real life . in reality , the cameo portion look plastic and a little cheap compare to the rest of the ring . I enjoy wear it though as I be not overly concern with it look plastic . Have have a couple people comment on its look , as I have not see any like this at the department store or other specialty store locally .
Jewelry	POS	4	this be a large , heavy ring with a unique style that definitely make a impact . you will not forget you be wear it . one reviewer note the pewter have a duller , more burnish finish than silver ; this be true but I be fine with this - a shiny silver finish would probably put this over the top . the size on the ring be large - I wear -lrb- and order -rrb- a 13 , but it be big , and I be try to figure out how to add a spacer to get it to fit more snugly . -lrb- I look into return it for a exchange , but 1\/2 size do not seem to be available . -rrb- excellent price for the ring . extremely prompt shipping . except for the size issue , a great purchase , and a excellent transaction with the seller .
Jewelry	NEG	2	this claw ring be smaller than i imagine . its fairly sharp and look fantastic , but its much too small to fit any of my finger except my pinky . -lrb- although , it dose have bendable band-like thing on the bottom that you can bend to you finger , but it will barely hold it . -rrb-
Jewelry	POS	4	when I order this ring , I expect a possibility of cheap metal , and a pink stone . the quality of metal I receive be quite nice . however , the stone be not pink at all , it look like a faux diamond\/cz . if you do not mind not get the color expect , I would say go for it . this ring have hold up , while wear it everyday and even not take it off when I shower , it show no sign of ware , the band look great and the stone be set very securely ! great quality !
Jewelry	NEG	1	I be very unhappy with this product . not only do the cz look plastic , it fall out after two day of wear it . I have never be more disappointed with a piece of jewelry than this one . do not buy it . the ring itself look like it come out of a quarter machine . I be not sure what kind of ring everyone else get to give it such glowing review , but mine be definitely nowhere near they description .
Jewelry	NEU	3	yeah well , it look exactly like the picture . with a little imperfection . I do not really like the ring in person though .
Jewelry	NEG	2	I be reconsider purchase anything from silver insanity . some of they silver be quality , some be not , but you will not know until you get it . this entire ring be very thin and the filigree be crooked and I can bend the ring with little effort . however , it be inexpensive and I guess I just get what I pay for .
Jewelry	POS	5	during my pregnancy , I be sad to find that my ring no longer fit . I buy this ring largely base on the positive review and the fact that it look essentially just like my wedding band . I be not disappoint . the ring look beautiful , and I feel confident wear it . I can tell it be not real just by compare it to my wedding ring , but I do not believe anyone else would ever guess without detailed scrutiny . I also be glad I do not have to worry about the plate come off and the ring look brassy since the sterling silver ring with rhodium plating keep a shiny , white gold appearance , just like my real ring . the 4mm size be bigger than I expect but not a problem since I have slightly larger hand . the price be right , and I be very happy with the ring .
Jewelry	POS	5	I have receive several complement on this ring . nice look especially if you have thin finger .
Jewelry	POS	4	the ring be in fact dainty and small . the item turn out to be smaller than I expect , but beautiful the same . the ring would look very nice on a woman with small hand or a child , but be as pretty as the picture provide .
Jewelry	POS	4	I purchase this ring as a travel ring , and I must say , I absolutely love this ring . it do not look or feel fake , and actually sparkle almost like a real diamond under the light . I receive a four-prong ring , instead of the six prong show in the picture , but that be hardly a issue to I , the ring be gorgeous . the only problem I have with this ring be that there be bit and piece of fluffy material , sort of like tissue paper wedge under the prong . it be not obvious , but on closer inspection , it be definitely there . I be so pleased with this ring that I have go and purchase one in pink and aquamarine as well !
Jewelry	POS	5	my fiance buy I this as we engagement ring and I absolutely love it !!! I have always adore Art Deco pattern and this ring be a outstanding example of what be popular during that era . the Cubic Zirconia be stunning and the scroll work detail in the metal be truly unique in its design . I could not be happier with this ring !!!!
Jewelry	NEG	1	Disappointed ... picture show a bright stone . Mine be dull and the prong setting be not what be show in picture .
Jewelry	POS	5	when I first order this ring it be for a kind of temporary engagement ring , I and my boyfriend pick it out and though he want to spend a lot of money on a piece of jewelry I figure that could wait till we get more financially stable . when this ring arrive it be honestly more than I expect , the stone be clear cut and the band itself be very durable . people tell I all the time they think it be the closest to real they have ever see and when I tell they how cheap it be -lrb- I do not really mind they know , for those I do I just smile and nod -rrb- , they always gasp and take a second look to see if they can spot a flaw . I may actually keep this ring for a lot longer than I expect it be just beautiful !
Jewelry	POS	5	like most of the other reviewer on here , the picture do not do it justice . i be pleasantly surprised , because i own several genuine moonstone , and while this be a synthetic , i still didnt expect it to be as pretty as it be . it be more like a opal than moonstone , but that isnt a negative thing at all , just mean there be many more color and it be very reactive with light . for this price , you really cant go wrong . i havent have mine long yet , so i cant contribute to the statement other have make about how fragile it be , but it do say on the description that it be fragile , and not to buy it if you cant treat it with proper consideration .
Jewelry	POS	5	this be a really pretty ring . people have notice it and ask I about it . they do not realize it be silver and cz . the cz 's be small , but I have worn this ring most day and it look new . it be great for every day . I be very happy with my purchase .
Jewelry	POS	5	I be very pleased with this ring . Have have it approximately one year and have receive many compliment . its size be perfect and not once have it tarnish in the length of time I have own and wear it . very , very satisfied !
Jewelry	POS	5	I order this claddagh ring for my boyfriend as a graduation present , and it come in today . -lrb- exactly a week after I order it , 2 day before the estimate arrival . -rrb- it be absolutely gorgeous ! the packaging it come in be perfect for give it in as a gift . it be the perfect size for a man to wear . I be afraid it might be a little small , so I be hope it 'll be able to be resize . but it be of great quality , look very solid and shiny . I be very happy with it ! I plan to order the smaller one for myself soon , after see the quality of this one . so I would definatly order from this company again .
Jewelry	POS	5	I do not realize how picky my taste be with ring until I scour Amazon for hour look for something that would interest I . this ring be one of the few I find , and I be far from a fan of have stone in my ring . it have a nice low profile . I have yet to have it catch on anything . I be also not a fan of open knot work on ring , but this again manage to sidestep that distaste . the stone have no backing , so it get a interesting red tinge in the middle , tint by my finger .
Jewelry	POS	5	I wear this ring a lot , but it maybe about a 1\/4 - 1\/2 size larger than actual . my ring finger be a 6.5 so I order a size 7 , but it fit loose on my ring finger , and much more snugly on my middle finger . quality though , no complaint. : -rrb-
Jewelry	POS	5	buy two of ring one for my mother and one for my father ... they love they , it be a great anny present . the ring be exactly how the picture show , so perfect !
Jewelry	POS	5	I be really impressed with this ring -- a excellent value !
Jewelry	POS	5	its so pretty and it get here fast ! I be a little scared it would turn my finger green cause of the price , BUT IT DID not and I have wear it everyday since mid April .
Jewelry	POS	5	my wife and I have both lose quite a bit of weight and consequently , we wedding ring be too big . we decide to get sterling silver band for we thumb that match just to be different . I receive my wife 's ring within 2 day of shipping and in perfect condition . it be beautifully make with no `` edge '' , shine brilliantly and fit perfectly . I order a size up as she wear a 9 1\/2 . I have get other product from this company and be equally as pleased ! simple yet elegant ! highly recommend
Jewelry	POS	5	I be always be ask , `` where do you buy you ring at ? '' and even the people at the store `` Hot Topic '' ask I where i get mine at . compare to the one there , this one meet the price , look and feel that i want . Theirs be just too cheap yet very expensive . this ring weigh in . really . I do not know the exact weight of it , but its quite heavy and as i mention before , eye catch . the feel be something you should look forward to . price ; Perfect . that all there really be to say about that . well , that , and i wish i could go back in order a second one at the time . all in all , if you be consider this as a addition to you ring collection , look no further . hit `` add to Cart '' and save yourself the heartache of regret not buy this . I guarantee upon purchase this ring , you will receive it quite quickly , and feel very happy with yourself . ~ ~ Javier `` Super '' L. ~ ~ ~ Oasis Studios ~
Jewelry	POS	5	one of the most beautiful ring I own ! no one can tell it be not a real diamond !!! I purchase a princess cut two year ago , and this be my second purchase . the ring be so pretty ! my next puchase will be the marquise when they have it in my size !!!
Jewelry	POS	5	thank you so much . it be WONDERFUL . I be plan to BUY ANOTHER FROM your site . thank you AGIAN .
Jewelry	POS	5	this be a truely beautiful ring that I would happily have pay much more for . the color of the garnet be perfect and the celtic knot pattern look better than in the picture .
Jewelry	POS	4	this be a lovely ring . the design be beautiful and no one can tell that it be not gold . the stone , however be a little on the large size and kind of detract from the setting . if the stone have be smaller the ring would have be perfect .
Jewelry	POS	5	I love this ring , but I feel I should let everyone know that the stone be smaller than expect . the problem be not the stone ; it be the photo you be look at . I be not go to send mine back , but I bet some people will . why not tell people the exact dimension of the stone ? in my case , Onyx , the stone be .227 '' long , .127 '' wide , .085 '' thick . in mm , the same dimension be 5.69 , 3.48 , and 2.20 . quality ring , mislead photo .
Jewelry	POS	4	this ring be a very cute ring . the only problem i have with it be , the petal catch on to some of my clothing . still very cute and good value .
Jewelry	POS	5	nice , bold ring . I like the heart shape ; it be cute . the stone be a little big , but if you use it with a plain wedding band , look georgeous . in addition , you can use a stainless steel watch and the look be complete .
Jewelry	POS	5	I love this ring ! I buy it as a present for myself and be so glad I do . the marquise be beautiful and the Amethyst be a nice cut and not cloudy . you can not beat this price either ! the only negative comment I could give be that the setting have two sharper edge that my boyfriend have complain about when hold my hand - but it have not hurt I !
Jewelry	POS	5	I love this ring ! it be interesting to look at , and I like the design . I have not take the string off for fear of not be able to figure out the puzzle . maybe one day I might try it , but I like it so much I do not want to chance it now . ship fast . 9\/26\/07 - update SOLUTION the following be a step by step solution for a thin band , four link puzzle ring  Sterling Silver Celtic Knot Puzzle Band ring -lrb- size 5,6,7,8,9,10 -rrb-  I e-mail silver insanity and ask for the solution to this particular ring , and this be what I receive . I do not edit any of the information send . it be a bit wordy , but it work . I hope this help everyone . 1 . you will notice that the four band be similar , but upon closer inspection there be slight difference . two of the link have a simple peak to they , and the other two link have a dip and a peak . look carefully to identify each link . at this time , single out the link that have a simple peak , with 4 etch carve into it . -lrb- the etch may be faint , compare the two simple peak link and choose the one with more groove -rrb- 2 . once you have find the simple peaked link with four groove , hold that link only , let the other link dangle . turn the ring so that the top of the peak be point away from you . there should be two link dangle from the link you be hold , with the fourth link dangle from those two link . 3 . while still hold the four grooved link , take the other simple peaked link , which should be the one dangle from the bottom , and bring it up to meet with the one you be hold . you should now be hold the two link together , the band of the link together , and the point of the peak point outwards , opposite of each other -lrb- it should look like a diamond -rrb- 4 . continue hold the link together with you thumb and pointer finger -lrb- you will need you other finger for the next part -rrb- . 5 . you will notice that you now have the two ` dip and peak ' link dangle from the two link you be hold . Select the link on the right -- this be trial and error , sometimes the correct link will be on the right already , and sometimes you may have to pass the wrong link over the top of the ring in order to place the correct link in the proper position . the two dangle link be very hard to tell apart , so you will discover which be the correct one for the next step by follow these instruction : 6 . after grab the dangling link on the right , turn the link so that the peak and dip face you . look at the link , notice the dip and peak . you want the link that have peak that point like arrow to the LEFT , then the right . -lrb- the other link have peak that point like arrow to the RIGHT , then leave -rrb- 7 . when you have find the correct link for the next step , hold it taut against the two simple peak band you have be hold between you thumb and forefinger . the band of those two link should now be rest against the LEFT point peak of the select link , and you should adjust you hand so that you be hold that link on you pinky , taut . 8 . with you free hand , grab the last remain link . turn the link so that the peak and dip face the top of the ring -lrb- you should be hold the ring upright the entire time -rrb- bring the remain link towards the right , and overlap it with the link you be hold on you pinky . the easiest way to do this be to imagine you be try to put the other link on you pinky with the one that be already there . if this be do correctly , you will still be hold the two simple peak link between you thumb and forefinger , and they will form a diamond shape . you will also be hold the other two link on you pinky , they should form a figure eight , with the other two band pass through the center . 9 . at this point , I usually change the position of my hand . now , hold the figure eight together with you thumb and middle finger , try not to disrupt the other one too much ! try to maintain the diamond shape in some way , hold it however you be comfortable , in a way that will enable you to continue with these instruction . 10 . Select the link on the top , closest to you . -lrb- part of the diamond -rrb- spin the link around so that the peak fit through the figure eight -- also , make sure that once the peak be inside the figure eight it also pass through the band of the other part of the ` diamond ' . when the link have be spin , and pass through the figure eight and the band of the remain link , fold it downward , so that it be flush with the two link that form a figure eight . 11 . well , you make it to the last remain link ... congratulation ! all you have to do now be carefully spin the last link so the peak fit between the peak and gap of the already mostly assemble ring -lrb- just spin it , no need to do anything fancy ! -rrb- once the last remain link have be pass through the ring , fold it down to lay flush with the rest of the link . 12 . enjoy you puzzle ring !
Jewelry	NEG	1	this be a beautiful ring but the stone fall out within 6 month of have it & the silver be light weight . Buyer beware !
Jewelry	POS	4	I love this ring . I have have it for a couple of year now , and I wear it all the time , as a wedding band . because it be sterling silver , it scratch a little more easily , and I have a few scratch on it , but it be still very pretty . I recommend this ring .
Jewelry	POS	5	this ring be beautiful and well make . it fit perfectly and I receive it quickly . I be very happy with my ring .
Jewelry	NEU	3	I get the ring today . it be deliver sooner than I have expect , which be good . the ring look nice . the stone be clear and sparkle . the band width be as describe . however , there be only four prong , not six prong as be describe . I do not mind that it only have four prong , but I expect six prong from the description . also , the stone be loose a bit . I can twist it and see it move . the stone could have be set tighter if it be six prong rather than four . I hope the stone will not fall off any time soon .
Jewelry	POS	5	this be the second time I have have to purchase this ring . the first one be steal ... and I almost can not blame the theif . it be gorgeous . the silver elephant sparkle like diamond . it be my favorite piece of jewelry !
Jewelry	POS	5	I have a issue with my order that be not technically the fault of Palm Beach jewelry , but they go well out of they way to assist I to ensure that I receive what I pay for , and make I a very happy customer . I can not say that about every seller I have experience . thank you Palm Beach jewelry . I would have no qualm about purchase through you company again , or recommend you to other . I give you 10\/10 and 100 % satisfaction . thank you so much . I be a australian customer and Palm Beach jewelry be in USA !
Jewelry	NEG	1	the band really look like plastic . it be also too bulky to wear and my finger be at a weird angle co its so thick .
Jewelry	NEG	2	ship be timely and excellent , but the ring itself be less than satisfactory . I buy it for a friend , hope that it would be a good gift for she -- and even though the silver be nice and shiny -lrb- though it do feel kind of cheap -rrb- , the fit comfortable and smooth , I be return it because the `` blue lapiz '' stick out like a wart . the picture make the stone look more embedded into the ring ... it be not . it stick out for more than a good quarter inch , and have a scratch , imperfect surface . just not aesthetically please !
Jewelry	POS	5	I love my celtic knot ring from silver insanity . I have love everything I have order from this company and will certainly order from they again .
Jewelry	POS	5	this `` dolphin spinner ring '' be one of the best item that I have ever purchase - from anyone ! I do not understand what a `` spinner ring '' be , until I receive this ring . the ` inside ring ' , with the dolphin on it actually spin around so the dolphin be ` swim ' ! I love it so much , I have to get a second ring !
Jewelry	POS	4	I give this ring and a necklace to my girlfriend for we anniversary and she love this heart shaped ring more than the butterfly necklace . she seem very happy when she see it and it be just a great buy ! just make sure you know you beloved 's ring size before-hand : -rrb- thank you !
Jewelry	POS	5	the ring be beautiful , so much so that when my teenage daughter crack and break hers after a lot of abuse , she request this same version of the Claddagh . something even more important to I be this be one of almost a dozen item I have purchase from this company from jewelry to a fabulous mortar and pestle set . shipping be quick , item be exactly as state . Taos be trust worthy and I be very , very happy with every item I have purchase from they .
Jewelry	POS	5	I love this ring . it be a eye cathcer and I have receive many compliment on it . thanks Dan 's jewelry .
Jewelry	POS	4	when I first see this I think it look really cool . and when I get it , it be a lot bigger then I think . it fit well on my middle finger but it be a little thin . the metal be also a little maluable but unless you play with it , I do not think it would be a problem . which finger you will be able to put it on depend on you finger size . my friend can only put it on they ring finger but they have bigger finger .
Jewelry	POS	5	I love this ring ! I have wear it almost every day since I get it a year ago . I love it and it be just as pretty as the day it arrive . wonderful quality ! gorgeous ! thank you , silver insanity !
Jewelry	POS	5	I love this ring . the only thing I would have want different be if the petal on the flower be seperate and not one piece . I have have so many compliment on the ring . it be not small and have a grat presense about it . the color be nice and the silver be a great accent as so much in Jade be set in gold . very nice for the cost .
Jewelry	NEU	3	I have wait a few week to post this because I want to see how the ring hold up . I have wear it maybe 10 time and it seem to be hold up ok . however the stone in the ring have very little sparkle and do not really show up well . they be a decent size and the ring itself be very realistic look but there be no life to the ring . it be most likely due to the princess cut of the stone which have very little light refraction . I should have stick with the round stone and I be sure I would have be happier . all in all , the ring be good just not exactly what I be look for .
Jewelry	POS	4	nice ring for its price . I really like how shiny it be . it have a good weight not light which make it as a real ring .
Jewelry	NEU	3	ring arrive in a beautifully gift wrap chiffon wrap with a matching silk rope . the band be gorgeous , the gold plate be true color , smooth , and the bezel be intricate . the cubic be disappointing , not a true amethyst color , it be darker , more berry , and have little lift above the bezel . Cubic have little fire , mostly flat at all angle despite the cut .
Jewelry	POS	5	we love this ring . everyone think it be real , include people who know what to look for . we will definitely be purchase from you again soon !
Jewelry	NEU	3	i be expect something of higher quality . i order this because it look exactly like a piece i use to have , but this ring be poorly make ; the hinge be not even , which do not allow the ring to bend properly . i do not know what material it be make of , but it be \* not \* pewter . it be far too fragile .
Jewelry	POS	4	the trick to this pill box be to put you pill in the lid and then close the pill box . this way you can fit more pill and they will not crush because of how the lid fit to the bottom . all seven of my pill fit in this compact pill box . I like it so much that I buy two more as gift . E.
Jewelry	POS	5	I love vintage jewelry and this ring have the look of a vintage Art Deco piece . cz be brilliant . I receive the item quicker than I have anticipate .
Jewelry	POS	4	sadly this ring be so pretty , size 6 be to small for my finger so I could not wear and it fall off my necklace and shatter , but other than that it be very nice .
Jewelry	NEU	3	this ring look nice , but in person it be a bit big and masculine look for a woman . quality appear to be pretty good and size seem right as well . the image make it look more delicate than it be . I still like it though and have worn it almost every day since I buy it . -lrb- I have no problem with the seller and it arrive a day before expect delivery -rrb- .
Jewelry	POS	5	this ring be absolutely beautiful ! the pic do not do it justice . I have wear it everyday since it be deliver and I completely love the way it look . the only downfall be that it do not come in 1\/2 size . I want to wear it on my right hand , but it be just a bit too small , so I have to wear it on the left . otherwise , I be more than satisfy with this purchase !
Jewelry	POS	5	I love the teardrop design and the three shades of amber in this sterling silver ring . it be exactly what I expect it to be .
Jewelry	POS	4	the craftsmanship on the one I receive be not perfect , but it be a substantial ring with a decent-looking stone . for 12 buck you can not go wrong .
Jewelry	POS	4	get within a few day , be a bit to big but return it and recieve it within a week .
Jewelry	POS	4	the ring look exactly like the picture show , and after a brief cleaning it fit together easily . the one send to I be easily a size larger than I have order however - perhaps it be a fluke . I be still go to keep it though . : -rrb-
Jewelry	POS	5	this be a great buy ! unlike other cz ring it be small and very beautiful . it be not gawdy like some can be . glad I buy this one as well !! I would definitely recommend this one as well . this really be a great company to deal with as well . thanks again !!
Jewelry	POS	5	I recently buy this ring to wear to work . I work in a factory and be afraid of lose a diamond or damaging my original set . I want something a little flashier than just a plain band . but would not really worry too much about . this ring be perfect . it look great on and when it get a little dirty I just put it in sterling silver cleaner , and it come out look like new . when my mom see it she say she like it better than she own .
Jewelry	POS	5	the ring be beautiful and be well make . I be impressed that it be so nice with such a low price . I would get another one in a heartbeat !
Jewelry	POS	5	Sabrina Silver be great to work with . USPS take forever to deliver , but in the mean time they help I track my ring , and promiss to send another in the ring do not make it to I . very nice ring at a great price .
Jewelry	POS	4	Worth more than the price , only knock a star off for the size - no regret with this one .
Jewelry	POS	5	the ring that I order be absolutely beautiful . I receive it in two day from the date that I place the order . awesome service !!! thanks Sabrina Silver !
Jewelry	POS	5	I have have several dolphin spinner ring . yes they be only $ 20 . key word be several . I love this ring . I wear it on my left thumb . it be very comfortable . I be pretty tough on ring and this be hold up extremely well . I would recommend highly .
Jewelry	POS	5	this be one of my favorite ring . in fact I wear it out and need to buy a new one . lol
